datetime,value
2020-03-31 17:00:00,408.4754333496094
2020-04-01 9:00:00,425.91768691119023
2020-04-01 10:00:00,429.1270275744763
2020-04-01 11:00:00,425.5590079171317
2020-04-01 12:00:00,419.59877014160156
2020-04-01 14:00:00,416.8169271534887
2020-04-01 15:00:00,417.81227043999564
2020-04-01 16:00:00,414.0332794189453
2020-04-01 17:00:00,424.8319091796875
2020-04-01 18:00:00,434.885356426239
2020-04-01 19:00:00,431.7342071533203
2020-04-01 23:00:00,451.4520568847656
