datetime,value
2020-03-31 17:00:00,7048.0
2020-04-01 9:00:00,67658.1568627451
2020-04-01 10:00:00,83180.28571428571
2020-04-01 11:00:00,90660.225
2020-04-01 12:00:00,81940.0
2020-04-01 14:00:00,48422.41379310345
2020-04-01 15:00:00,37417.444444444445
2020-04-01 16:00:00,15671.8
2020-04-01 17:00:00,3204.214285714286
2020-04-01 18:00:00,257.41269841269843
2020-04-01 19:00:00,18.0
2020-04-01 23:00:00,18.0
