datetime,value
2020-03-31 17:00:00,7096.0
2020-04-01 9:00:00,63112.62745098039
2020-04-01 10:00:00,78770.21978021978
2020-04-01 11:00:00,87385.675
2020-04-01 12:00:00,79519.0
2020-04-01 14:00:00,46620.55172413793
2020-04-01 15:00:00,33876.166666666664
2020-04-01 16:00:00,14102.7875
2020-04-01 17:00:00,2987.8214285714284
2020-04-01 18:00:00,433.7903225806452
2020-04-01 19:00:00,231.5
2020-04-01 23:00:00,154.0
